EXP044698	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS055974; READS055975; READS055976; READS055977	ALIGNS049780	PEAKS044685	GSE105576	ENCSR356ECR	EXP044671	430	HepG2 (hepatoblastoma)	READS055908; READS055909	ALIGNS049753	GSE106027	ENCSR867VPL
EXP036788	None	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040571; READS040572; READS040573	ALIGNS041664	PEAKS039419	GSE61475	None							
EXP036789	GATA4_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040574; READS040575; READS040576; READS040577; READS040578	ALIGNS041665	PEAKS039420	GSE61475	None							
EXP036790	GATA4_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040579; READS040580; READS040581	ALIGNS041666	PEAKS039421	GSE61475	None							
EXP036791	GATA4_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040582; READS040583; READS040584	ALIGNS041667	PEAKS039422	GSE61475	None							
EXP036792	GATA4_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040585; READS040586; READS040587	ALIGNS041668	PEAKS039423	GSE61475	None							
EXP036793	GATA6_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040588; READS040589; READS040590	ALIGNS041669	PEAKS039424	GSE61475	None							
EXP036794	GATA6_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040591; READS040592	ALIGNS041670	PEAKS039425	GSE61475	None							
EXP036795	HNF1B_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040593; READS040594	ALIGNS041671	PEAKS039426	GSE61475	None							
EXP036796	HNF4A_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040595; READS040596	ALIGNS041672	PEAKS039427	GSE61475	None							
EXP036798	None	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040601; READS040602	ALIGNS041674	PEAKS039429	GSE61475	None							
EXP036800	OTX2_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040607; READS040608	ALIGNS041676	PEAKS039431	GSE61475	None							
EXP036801	OTX2_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040609; READS040610	ALIGNS041677	PEAKS039432	GSE61475	None							
EXP036803	SMAD1_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040614; READS040615	ALIGNS041679	PEAKS039434	GSE61475	None							
EXP036804	SMAD1_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040616; READS040617	ALIGNS041680	PEAKS039435	GSE61475	None							
EXP036805	SMAD1_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040618; READS040619; READS040620	ALIGNS041681	PEAKS039436	GSE61475	None							
EXP036806	SMAD1_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040621; READS040622; READS040623	ALIGNS041682	PEAKS039437	GSE61475	None							
EXP036808	SMAD4_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040626; READS040627	ALIGNS041684	PEAKS039439	GSE61475	None							
EXP036812	BRAC_HUMAN	Homo sapiens	455	HUES64 (embryonic stem cells)	READS040635; READS040636	ALIGNS041688	PEAKS039443	GSE61475	None							
EXP036825	P53_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040650	ALIGNS041903	PEAKS039597	GSE100099	None							
EXP036827	P53_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040652	ALIGNS041905	PEAKS039599	GSE100099	None							
EXP036830	P53_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040655	ALIGNS041908	PEAKS039602	GSE100099	None							
EXP036831	TF65_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040656; READS040657; READS040658; READS040659; READS040660; READS040661; READS040662; READS040663; READS040664; READS040665; READS040666; READS040667; READS040668; READS040669; READS040670; READS040671; READS040672; READS040673; READS040674; READS040675; READS040676; READS040677; READS040678; READS040679; READS040680; READS040681; READS040682; READS040683; READS040684; READS040685; READS040686; READS040687; READS040688; READS040689; READS040690; READS040691; READS040692; READS040693; READS040694; READS040695; READS040696; READS040697; READS040698; READS040699; READS040700; READS040701; READS040702; READS040703; READS040704; READS040705; READS040706; READS040707; READS040708; READS040709	ALIGNS041909	PEAKS039603	GSE100381	None							
EXP036832	TF65_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040710; READS040711; READS040712; READS040713; READS040714; READS040715; READS040716; READS040717; READS040718; READS040719; READS040720; READS040721; READS040722; READS040723; READS040724; READS040725; READS040726; READS040727; READS040728; READS040729; READS040730; READS040731; READS040732; READS040733; READS040734; READS040735; READS040736; READS040737; READS040738; READS040739; READS040740; READS040741; READS040742; READS040743; READS040744; READS040745; READS040746; READS040747; READS040748; READS040749; READS040750; READS040751; READS040752; READS040753; READS040754; READS040755; READS040756; READS040757; READS040758; READS040759; READS040760; READS040761; READS040762; READS040763; READS040764; READS040765; READS040766; READS040767	ALIGNS041910	PEAKS039604	GSE100381	None							
EXP036833	IRF1_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040768; READS040769	ALIGNS041911	PEAKS039605	GSE100381	None							
EXP036834	IRF1_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040770; READS040771	ALIGNS041912	PEAKS039606	GSE100381	None							
EXP036835	SPI1_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040772; READS040773	ALIGNS041913	PEAKS039607	GSE100889	None							
EXP036836	SPI1_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040774; READS040775	ALIGNS041914	PEAKS039608	GSE100889	None							
EXP036837	RXRA_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040776; READS040777	ALIGNS041915	PEAKS039609	GSE100889	None							
EXP036838	RXRA_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040778; READS040779	ALIGNS041916	PEAKS039610	GSE100889	None							
EXP036839	STAT6_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040780; READS040781	ALIGNS041917	PEAKS039611	GSE100889	None							
EXP036840	STAT6_HUMAN	Homo sapiens	466	monocyte-derived macrophages	READS040782; READS040783	ALIGNS041918	PEAKS039612	GSE100889	None							
EXP036841	CTCF_HUMAN	Homo sapiens	687	OCI-LY7 (diffuse large B-cell lymphoma)	READS040784; READS040785; READS040786	ALIGNS041919	PEAKS039613	GSE100977	None							
EXP036842	CTCF_HUMAN	Homo sapiens	687	OCI-LY7 (diffuse large B-cell lymphoma)	READS040787; READS040788; READS040789	ALIGNS041920	PEAKS039614	GSE100977	None							
EXP036843	CTCF_HUMAN	Homo sapiens	926	IPSC-derived bipolar neuron	READS040790	ALIGNS041921	PEAKS039615	GSE100991	None							
EXP036844	CTCF_HUMAN	Homo sapiens	926	IPSC-derived bipolar neuron	READS040791	ALIGNS041922	PEAKS039616	GSE100991	None							
EXP036845	CTCF_HUMAN	Homo sapiens	221	DOHH2 (diffuse large B-cell lymphoma)	READS040792	ALIGNS041923	PEAKS039617	GSE101017	None							
EXP036846	CTCF_HUMAN	Homo sapiens	221	DOHH2 (diffuse large B-cell lymphoma)	READS040793	ALIGNS041924	PEAKS039618	GSE101017	None							
EXP036847	None	Homo sapiens	376	H1 (embryonic stem cells)	READS040794	ALIGNS041925	PEAKS039619	GSE101045	None							
EXP036848	None	Homo sapiens	199	CUTLL1 (T-cell lymphoblastic lymphoma 1)	READS040795	ALIGNS041926	PEAKS039620	GSE101045	None							
EXP036849	CTCF_HUMAN	Homo sapiens	927	PC9 (lung adenocarcinoma)	READS040796; READS040797	ALIGNS041927	PEAKS039621	GSE101051	None							
EXP036850	CTCF_HUMAN	Homo sapiens	927	PC9 (lung adenocarcinoma)	READS040798	ALIGNS041928	PEAKS039622	GSE101051	None							
EXP036851	HIF1A_HUMAN	Homo sapiens	928	renal tubular cells	READS040799; READS040800	ALIGNS041929	PEAKS039623	GSE101063	None							
EXP036852	ARNT_HUMAN	Homo sapiens	928	renal tubular cells	READS040801; READS040802	ALIGNS041930	PEAKS039624	GSE101063	None							
EXP036853	CTCF_HUMAN	Homo sapiens	618	MM1.S (plasma cell myeloma)	READS040803	ALIGNS041931	PEAKS039625	GSE101095	None							
EXP036854	CTCF_HUMAN	Homo sapiens	618	MM1.S (plasma cell myeloma)	READS040804; READS040805; READS040806	ALIGNS041932	PEAKS039626	GSE101095	None							
EXP036855	CTCF_HUMAN	Homo sapiens	900	hepatocytes	READS040807	ALIGNS041933	PEAKS039627	GSE101103	None							
EXP036856	CTCF_HUMAN	Homo sapiens	900	hepatocytes	READS040808	ALIGNS041934	PEAKS039628	GSE101103	None							
EXP036857	CTCF_HUMAN	Homo sapiens	900	hepatocytes	READS040809	ALIGNS041935	PEAKS039629	GSE101103	None							
EXP036858	NSD2_HUMAN	Homo sapiens	356	GM12878 (female B-cells)	READS040810	ALIGNS041936	PEAKS039630	GSE101145	None							
EXP036859	NSD2_HUMAN	Homo sapiens	356	GM12878 (female B-cells)	READS040811	ALIGNS041937	PEAKS039631	GSE101145	None							
EXP036860	REST_HUMAN	Homo sapiens	376	H1 (embryonic stem cells)	READS040812	ALIGNS041938	PEAKS039632	GSE101251	None							
EXP036861	REST_HUMAN	Homo sapiens	376	H1 (embryonic stem cells)	READS040813	ALIGNS041939	PEAKS039633	GSE101251	None							
EXP036862	CTCF_HUMAN	Homo sapiens	929	neutrophils	READS040814; READS040815; READS040816; READS040817	ALIGNS041940	PEAKS039634	GSE101279	None							
EXP036863	CTCF_HUMAN	Homo sapiens	929	neutrophils	READS040818; READS040819	ALIGNS041941	PEAKS039635	GSE101279	None							
EXP036864	REST_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS040820	ALIGNS041942	PEAKS039636	GSE101362	None							
EXP036865	REST_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS040821	ALIGNS041943	PEAKS039637	GSE101362	None							
EXP036866	KDM5A_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS040822	ALIGNS041944	PEAKS039638	GSE101372	None							
EXP036867	KDM5A_HUMAN	Homo sapiens	38	A549 (lung carcinoma)	READS040823	ALIGNS041945	PEAKS039639	GSE101372	None							
EXP036868	KDM5A_HUMAN	Homo sapiens	356	GM12878 (female B-cells)	READS040824	ALIGNS041946	PEAKS039640	GSE101379	None							
EXP036869	KDM5A_HUMAN	Homo sapiens	356	GM12878 (female B-cells)	READS040825	ALIGNS041947	PEAKS039641	GSE101379	None							
EXP036874	P53_HUMAN	Homo sapiens	128	MCF-7 C4-12 (invasive breast ductal carcinoma)	READS040830	ALIGNS041952	PEAKS039644	GSE101737	None							
EXP036905	None	Homo sapiens	848	U2OS-ERalpha (osteosarcoma)	READS040911	ALIGNS041983	None	GSE26110	None							
EXP036974	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040990	ALIGNS042052	PEAKS039713	GSE67295	None							
EXP036975	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040991	ALIGNS042053	PEAKS039714	GSE67295	None							
EXP036976	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040992	ALIGNS042054	PEAKS039715	GSE67295	None							
EXP036977	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040993	ALIGNS042055	PEAKS039716	GSE67295	None							
EXP036978	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040994	ALIGNS042056	PEAKS039717	GSE67295	None							
EXP036979	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040995	ALIGNS042057	PEAKS039718	GSE67295	None							
EXP036980	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040996; READS040997	ALIGNS042058	PEAKS039719	GSE67295	None							
EXP036981	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS040998; READS040999	ALIGNS042059	PEAKS039720	GSE67295	None							
EXP036982	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041000; READS041001	ALIGNS042060	PEAKS039721	GSE67295	None							
EXP036983	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041002; READS041003	ALIGNS042061	PEAKS039722	GSE67295	None							
EXP036984	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041004; READS041005	ALIGNS042062	PEAKS039723	GSE67295	None							
EXP036985	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041006; READS041007	ALIGNS042063	PEAKS039724	GSE67295	None							
EXP036986	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041008; READS041009	ALIGNS042064	PEAKS039725	GSE67295	None							
EXP036987	TF65_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS041010; READS041011	ALIGNS042065	PEAKS039726	GSE67295	None							
EXP036996	TYY1_HUMAN	Homo sapiens	78	HeLa (cervical adenocarcinoma)	READS041026	ALIGNS042074	PEAKS039731	GSE69758	None							
EXP036997	None	Homo sapiens	940	GEN2.2 (blastic plasmacytoid dendritic cell neoplasm)	READS041027	ALIGNS042075	PEAKS039732	GSE70275	None							
EXP036998	MYC_HUMAN	Homo sapiens	940	GEN2.2 (blastic plasmacytoid dendritic cell neoplasm)	READS041028	ALIGNS042076	PEAKS039733	GSE70275	None							
EXP037118	None	Homo sapiens	70	LNCaP (prostate carcinoma)	READS041212	ALIGNS042196	None	GSE74799	None							
EXP037175	SOX2_HUMAN	Homo sapiens	396	H9 (embryonic stem cells)	READS041284; READS041285	ALIGNS042253	PEAKS039858	GSE76082	None							
EXP037176	SOX2_HUMAN	Homo sapiens	953	H9-derived neuroectoderm cells	READS041286; READS041287	ALIGNS042254	PEAKS039859	GSE76082	None							
EXP037177	ASCL1_HUMAN	Homo sapiens	514	K562 (myelogenous leukemia)	READS041288; READS041289	ALIGNS042255	PEAKS039860	GSE76145	None							
EXP037191	FLI1_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041303	ALIGNS042269	PEAKS039871	GSE76464	None							
EXP037192	ERG_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041304	ALIGNS042270	PEAKS039872	GSE76464	None							
EXP037193	GATA2_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041305	ALIGNS042271	PEAKS039873	GSE76464	None							
EXP037194	TAL1_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041306	ALIGNS042272	PEAKS039874	GSE76464	None							
EXP037195	LYL1_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041307	ALIGNS042273	PEAKS039875	GSE76464	None							
EXP037196	RUNX1_HUMAN	Homo sapiens	46	Kasumi-1 (acute myeloblastic leukemia)	READS041308	ALIGNS042274	PEAKS039876	GSE76464	None							
EXP037262	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS041472	ALIGNS042340	PEAKS039916	GSE79357	None							
EXP037301	KMT2A_HUMAN	Homo sapiens	641	MV4-11 (childhood acute monocytic leukemia)	READS041517	ALIGNS042379	PEAKS039940	GSE79899	None							
EXP037302	RUNX1_HUMAN	Homo sapiens	641	MV4-11 (childhood acute monocytic leukemia)	READS041518	ALIGNS042380	PEAKS039941	GSE79899	None							
EXP037303	KMT2A_HUMAN	Homo sapiens	832	THP-1 (acute monocytic leukemia)	READS041519	ALIGNS042381	PEAKS039942	GSE79899	None							
EXP037304	RUNX1_HUMAN	Homo sapiens	832	THP-1 (acute monocytic leukemia)	READS041520	ALIGNS042382	PEAKS039943	GSE79899	None							
EXP037342	GRHL2_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS041562; READS041563; READS041564; READS041565; READS041566; READS041567; READS041568; READS041569	ALIGNS042420	PEAKS039973	GSE80256	None							
EXP037343	ANDR_HUMAN	Homo sapiens	70	LNCaP (prostate carcinoma)	READS041570; READS041571; READS041572; READS041573; READS041574; READS041575; READS041576; READS041577	ALIGNS042421	PEAKS039974	GSE80256	None							
EXP037421	FOXR2_HUMAN	Homo sapiens	591	MDA-MB-468 (breast adenocarcinoma)	READS041702; READS041703	ALIGNS042499	PEAKS040023	GSE81381	None							
EXP037422	MAX_HUMAN	Homo sapiens	591	MDA-MB-468 (breast adenocarcinoma)	READS041704; READS041705	ALIGNS042500	PEAKS040024	GSE81381	None							
EXP037423	MYC_HUMAN	Homo sapiens	591	MDA-MB-468 (breast adenocarcinoma)	READS041706; READS041707	ALIGNS042501	PEAKS040025	GSE81381	None							
EXP037460	RUNX1_HUMAN	Homo sapiens	648	NB4 (acute promyelocytic leukemia )	READS041786	ALIGNS042538	PEAKS040052	GSE81992	None							
EXP037552	TFAP4_HUMAN	Homo sapiens	983	SNU175 (adenocarcinoma)	READS041913	ALIGNS042630	PEAKS040114	GSE83968	None							
EXP037553	TFAP4_HUMAN	Homo sapiens	185	COLO-320 (colon adenocarcinoma)	READS041914	ALIGNS042631	PEAKS040115	GSE83968	None							
EXP037554	ELF1_HUMAN	Homo sapiens	983	SNU175 (adenocarcinoma)	READS041915	ALIGNS042632	PEAKS040116	GSE83968	None							
EXP037555	ELF1_HUMAN	Homo sapiens	185	COLO-320 (colon adenocarcinoma)	READS041916	ALIGNS042633	PEAKS040117	GSE83968	None							
EXP037596	CTCF_HUMAN	Homo sapiens	463	epidermal keratinocytes	READS041968	ALIGNS042674	PEAKS040146	GSE84657	None							
EXP037597	CTCF_HUMAN	Homo sapiens	463	epidermal keratinocytes	READS041969	ALIGNS042675	PEAKS040147	GSE84657	None							
EXP037598	CTCF_HUMAN	Homo sapiens	463	epidermal keratinocytes	READS041970	ALIGNS042676	PEAKS040148	GSE84657	None							
EXP037599	None	Homo sapiens	463	epidermal keratinocytes	READS041971	ALIGNS042677	PEAKS040149	GSE84657	None							
EXP037600	BC11B_HUMAN	Homo sapiens	989	thymus-derived CD34+ cells	READS041972; READS041973	ALIGNS042678	PEAKS040150	GSE84677	None							
EXP037601	BC11B_HUMAN	Homo sapiens	990	thymus-derived CD34- cells	READS041974; READS041975	ALIGNS042679	PEAKS040151	GSE84677	None							
EXP037678	None	Homo sapiens	430	HepG2 (hepatoblastoma)	READS042121	ALIGNS042756	None	GSE85343	None							
EXP037679	GCR_HUMAN	Homo sapiens	430	HepG2 (hepatoblastoma)	READS042122	ALIGNS042757	PEAKS040208	GSE85343	None							
EXP037743	None	Homo sapiens	417	HCT-116 (colon carcinoma)	READS042216	ALIGNS042821	None	GSE86164	None							
EXP037746	P53_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS042219	ALIGNS042824	PEAKS040249	GSE86164	None							
EXP037747	P53_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS042220	ALIGNS042825	PEAKS040250	GSE86164	None							
EXP037757	ETS2_HUMAN	Homo sapiens	223	DU145 (prostate carcinoma)	READS042230	ALIGNS042835	PEAKS040259	GSE86238	None							
EXP037775	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS042248	ALIGNS042853	PEAKS040271	GSE86538	None							
EXP037776	ESR1_HUMAN	Homo sapiens	1014	MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant)	READS042249	ALIGNS042854	PEAKS040272	GSE86538	None							
EXP037777	ESR1_HUMAN	Homo sapiens	1014	MCF7 TamR (invasive ductal breast carcinoma Tamoxifen resistant)	READS042250	ALIGNS042855	PEAKS040273	GSE86538	None							
EXP037778	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS042251	ALIGNS042856	PEAKS040274	GSE86538	None							
EXP037779	ESR1_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS042252	ALIGNS042857	PEAKS040275	GSE86538	None							
EXP037780	ESR1_HUMAN	Homo sapiens	1013	patient-derived pleaural effusion	READS042253	ALIGNS042858	PEAKS040276	GSE86538	None							
EXP037781	RUNX2_HUMAN	Homo sapiens	113	MCF7 (Invasive ductal breast carcinoma)	READS042254; READS042255	ALIGNS042859	PEAKS040277	GSE86538	None							
EXP037784	None	Homo sapiens	417	HCT-116 (colon carcinoma)	READS042259	ALIGNS042862	PEAKS040279	GSE86556	None							
EXP037785	MYC_HUMAN	Homo sapiens	417	HCT-116 (colon carcinoma)	READS042260	ALIGNS042863	PEAKS040280	GSE86556	None							
EXP037832	EVI1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042314	ALIGNS042910	PEAKS040315	GSE87283	None							
EXP037833	RUNX1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042315	ALIGNS042911	PEAKS040316	GSE87283	None							
EXP037834	EVI1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042316	ALIGNS042912	PEAKS040317	GSE87283	None							
EXP037835	EVI1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042317	ALIGNS042913	PEAKS040318	GSE87283	None							
EXP037836	RUNX1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042318	ALIGNS042914	PEAKS040319	GSE87283	None							
EXP037837	RUNX1_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042319	ALIGNS042915	PEAKS040320	GSE87283	None							
EXP037838	CEBPA_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042320	ALIGNS042916	PEAKS040321	GSE87283	None							
EXP037839	CEBPA_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042321	ALIGNS042917	PEAKS040322	GSE87283	None							
EXP037840	GATA2_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042322	ALIGNS042918	PEAKS040323	GSE87283	None							
EXP037841	GATA2_HUMAN	Homo sapiens	1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	READS042323	ALIGNS042919	PEAKS040324	GSE87283	None							
EXP037983	ZEB1_HUMAN	Homo sapiens	1051	MDA-231-D (breast adenocarcinoma)	READS042568	ALIGNS043061	PEAKS040421	GSE89203	None							
EXP037984	ZEB1_HUMAN	Homo sapiens	449	HS578T (invasive ductal breast carcinoma)	READS042569	ALIGNS043062	PEAKS040422	GSE89203	None							
